Title,WordsRemoved,WordsAdded,DiffWordsAverage,DiffPopularity,DiffAcousticness,DiffDanceability,DiffEnergy,DiffInstrumentalness,DiffLiveness,DiffLoudness,DiffSpeechiness,DiffValence,DiffTempo,DiffSwearCount,DiffSentimentAverage
Glad You Came,[],[],0.5,47,-0.024600000000000004,-0.07299999999999995,0.06399999999999995,9.85e-06,0.020099999999999996,2.9450000000000003,-0.008800000000000002,-0.059000000000000004,-0.045000000000001705,0,0.006171618467381401
Wrecking Ball,[],[],0.5,52,0.22899999999999995,-0.15500000000000005,-0.066,0.0,0.0102,-1.2300000000000004,0.0045000000000000005,0.01100000000000001,-0.0039999999999906785,0,-0.033464280517968875
Electricity,[],[],0.5,43,-0.0061,-0.02200000000000002,-0.08599999999999985,3.33e-06,0.018000000000000016,-0.4450000000000003,-0.010299999999999995,-0.11800000000000001,0.08299999999999841,0,0.006098227626671851
Behind These Hazel Eyes,[],[],0.5,23,0.6297,-0.04899999999999993,-0.35200000000000004,-9.46e-06,-0.15900000000000006,-1.2919999999999998,-0.0163,0.003000000000000003,-6.564000000000021,0,0.018297872340425514
The Heart Wants What It Wants,[],[],1.0,53,0.04649,-0.020000000000000014,-0.03399999999999992,0.0,-0.11400000000000003,-0.8429999999999982,-0.0097,0.264,-0.018000000000000682,0,-0.011994820418455671
Feel So Close,[],[],1.0,57,-0.007068000000000001,0.13900000000000012,0.16000000000000006,0.006659999999999999,0.11899999999999998,4.370999999999999,-0.0023000000000000034,0.30400000000000005,-0.1700000000000017,0,-0.042250233426704
My Immortal,[],[],1.0,65,0.12300000000000001,-0.254,-0.032999999999999974,0.0,0.05460000000000001,-0.2129999999999992,0.008400000000000001,-0.08900000000000001,-71.03800000000003,0,0.01646471846044195
Girl Next Door,[],[],1.0,30,-0.0283,-0.121,0.17000000000000004,-1.04e-06,-0.010000000000000007,1.431,0.0109,-0.09199999999999996,0.052000000000006714,0,0.0014619883040935672
Welcome To My Life,[],['want'],1.0,52,-0.15059999999999998,-0.07500000000000001,0.17599999999999993,0.0,-0.04999999999999999,3.005,0.010300000000000005,-0.041000000000000036,0.04800000000000182,0,-0.009471279737032727
Shallow,[],[],1.0,22,0.133,-0.18399999999999994,-0.03899999999999998,0.0,0.03,1.6589999999999998,-0.0034,-0.151,-0.02599999999999625,0,0.012403913347309531
Soak Up The Sun,[],[],1.0,46,-0.1612,-0.009999999999999898,0.128,-2.79e-06,-0.15799999999999995,2.254,-0.0030999999999999986,0.07599999999999996,-1.253,0,-0.05993431855500821
Walk Me Home,[],[],1.0,32,0.016100000000000003,-0.0050000000000000044,-0.196,0.0,0.073,-0.7290000000000001,-0.0034,-0.267,0.0589999999999975,0,-0.0010822510822511011
Here Without You,[],[],1.0,67,0.0209,0.258,0.1070000000000001,0.0,0.034,1.6480000000000006,-0.0039000000000000007,-0.00799999999999998,0.08299999999999841,0,0.0002962962962962945
Hey Jude,[],[],1.0,67,-0.0069000000000000025,-0.10299999999999998,0.12300000000000001,-0.0016661999999999998,-0.138,0.3519999999999994,-0.00019999999999999882,0.21,-1.6159999999999568,1,-0.0017685888653630746
Far Away,['hell'],[],1.0,63,-0.071504,-0.060999999999999936,0.402,0.0,-0.139,2.9799999999999995,0.0016000000000000007,0.02499999999999997,-0.11899999999999974,0,-0.00816326530612245
Follow Me,[],[],1.0,62,0.09600000000000004,-0.02399999999999991,0.24100000000000002,-1.49e-05,0.03599999999999999,7.52,-0.0086,0.14900000000000002,0.0379999999999967,0,-0.0017735213265939536
I Want It That Way,[],[],1.0,35,0.21,-0.3180000000000001,-0.12,0.0,-0.03600000000000002,5.445,0.0040000000000000036,-0.06899999999999995,0.26900000000000546,0,0.0003722084367245642
If Everyone Cared,[],[],1.0,49,-0.048827,-0.030000000000000027,0.3450000000000001,0.00579,-0.191,2.4159999999999995,0.006400000000000003,-0.064,-0.04999999999998295,0,-0.02641165755919854
If I Can't Have You,[],[],1.0,44,-0.038000000000000034,-0.112,0.031000000000000024,0.0,-0.08499999999999999,2.1149999999999998,-0.007200000000000005,-0.037999999999999916,-0.02299999999999613,0,0.00012314664302250436
All You Wanted,[],[],1.0,52,-0.15933999999999998,-0.07399999999999995,0.16200000000000006,0.00303,-0.15400000000000005,-0.4530000000000012,0.003800000000000001,0.009000000000000008,-0.3290000000000077,0,-0.009985613946009995
I Don't Care,[],[],1.0,42,-0.1508,0.06799999999999995,0.025000000000000026,-1.33e-06,0.011399999999999992,0.6940000000000001,0.002800000000000004,-0.10899999999999987,-0.06100000000000705,0,-0.015915119363395236
White Christmas,[],['yeah'],1.0,47,-0.16100000000000014,-0.09699999999999998,-0.107,0.353,0.2508,-10.194,0.008000000000000005,-0.09000000000000002,34.56299999999999,0,-0.016201620162016206
Can't Get You Out Of My Head,[],[],1.0,46,0.2348,-0.138,-0.196,0.02109857,-0.3362,-3.01,-0.0015999999999999973,-0.7989999999999999,-17.935000000000016,0,0.009868421052631582
Let It Snow! Let It Snow! Let It Snow!,[],[],1.0,9,0.384395,-0.06799999999999995,-0.3440000000000001,0.0,0.8969,-6.812,0.5061,-0.381,-23.777000000000008,0,0.0014765596160945039
When The Party's Over,[],[],1.0,36,0.07200000000000006,-0.08099999999999985,-0.055000000000000014,3.97e-05,-0.2793,-4.728999999999999,0.060999999999999985,-0.09699999999999998,-41.293999999999976,0,0.0
Let It Go,[],[],1.0,35,0.0059999999999998934,0.053999999999999986,-0.17500000000000004,0.0,0.03109999999999999,-4.25,0.002100000000000001,-0.0030000000000001137,-0.11299999999997112,0,-0.0016889298326424015
Apologize,[],[],1.0,62,0.257,0.025999999999999912,0.244,2.22e-05,0.01669999999999999,3.0729999999999995,0.0033000000000000013,0.4531,0.07699999999999818,0,0.02127659574468085
I Want To Hold Your Hand,[],[],1.0,35,0.49688999999999994,-0.03099999999999992,-0.647,2.5300000000000002e-05,-0.35000000000000003,-3.5460000000000003,-0.010799999999999995,-0.49,-54.19499999999999,0,0.04220422042204222
The Fox (What Does The Fox Say?),[],[],1.0,25,0.0573,0.04899999999999993,0.0060000000000000045,0.0,0.030799999999999994,-0.32799999999999985,0.0034,-0.07199999999999995,-0.016000000000019554,0,-0.002598140705557597
Unwritten,[],[],1.5,65,-0.11523,-0.07999999999999996,0.263,0.0,0.0434,1.5470000000000017,-0.0253,-0.16000000000000006,0.022000000000005567,0,0.0004347117317828643
Let Me Go,[],[],1.5,49,-0.1213,-0.015000000000000013,0.007000000000000006,0.0,0.0207,0.006000000000000227,0.0,0.206,0.08099999999998886,0,0.007281553398058248
This Feeling,[],[],1.5,46,-0.1242,0.017000000000000015,-0.059999999999999935,0.0,0.02010000000000001,-1.9110000000000011,0.0097,-0.059000000000000004,-0.12899999999999068,0,0.0
Better In Time,[],[],1.5,63,-0.007000000000000006,0.039999999999999925,0.136,-2.6e-05,-0.39299999999999996,3.6329999999999982,0.0239,-0.18200000000000005,0.01700000000005275,0,0.0192629815745394
One Call Away,[],['want'],1.5,42,0.15200000000000002,-0.00099999999999989,-0.10499999999999997,0.0,0.05830000000000001,-1.368,-0.005499999999999998,-0.114,0.005000000000009663,0,0.0010143570536828989
Roar,[],[],1.5,33,-0.010930000000000002,-0.08500000000000008,-0.015000000000000013,6.6e-06,0.25,-0.8780000000000014,0.003799999999999998,-0.11899999999999995,89.992,0,-0.002373247033441217
The Reason,[],[],1.5,70,-0.0446,0.10699999999999997,0.16099999999999992,0.0,0.04700000000000002,2.431,-0.0052,-0.015200000000000003,0.4090000000000345,0,-0.003379224030037542
Dare You To Move,[],[],1.5,51,-0.25727,-0.053999999999999986,0.19599999999999984,0.0693,0.10400000000000004,3.878,-0.002700000000000001,-0.29200000000000004,-0.2880000000000109,0,-0.0008012820512820483
All You Need Is Love,[],[],1.5,55,0.3355,-0.2579999999999999,-0.31000000000000005,-9.2e-05,0.0753,-0.3859999999999984,0.0009999999999999974,-0.116,-2.573999999999998,0,-0.2804845461833082
Never Say Never,['ill'],[],1.5,55,0.4833,-0.397,-0.3039999999999998,6.75e-06,0.09900000000000002,0.3899999999999997,-0.2213,-0.637,-33.91499999999999,0,-0.024172580985173213
Livin' La Vida Loca,[],[],1.5,55,-0.06849,0.05199999999999999,0.16800000000000004,0.0,-0.043599999999999986,5.5729999999999995,0.0002000000000000057,0.13700000000000012,-7.806999999999987,0,0.002823122719416172
Can't Buy Me Love,[],[],1.5,53,0.26530000000000004,0.033999999999999975,-0.18999999999999995,0.0,-0.0510000000000001,-0.2970000000000006,-0.013000000000000005,0.047000000000000035,-7.270999999999987,0,-0.09873734501194398
My Happy Ending,['shit'],[],1.5,60,-0.20864000000000002,-0.08800000000000002,0.2580000000000001,0.0,0.16799999999999998,3.984,0.028500000000000008,0.2,0.0010000000000616183,2,-0.08835850512622644
Drag Me Down,[],[],1.5,40,0.003000000000000003,0.03500000000000003,-0.012000000000000009,0.0,-0.0012000000000000064,-1.6790000000000012,-0.0012999999999999956,-0.14500000000000002,0.05400000000000205,0,2.9061319383899897e-05
Love Me Harder,[],[],1.5,55,0.00793,-0.09000000000000008,-0.09999999999999998,0.0,-0.0286,-0.7329999999999983,-0.006699999999999998,-0.14600000000000002,-0.09000000000000341,0,0.0160810772177592
Somebody That I Used To Know,"['die', 'no']",[],1.5,55,0.13899999999999996,0.03700000000000003,0.0050000000000000044,-6.9e-05,-0.0548,0.2529999999999992,0.002600000000000005,0.19099999999999995,0.046000000000020684,0,-0.02090079481895793
So Yesterday,[],[],2.0,48,-0.04500000000000001,0.13700000000000007,0.29900000000000004,0.0,-0.121,3.28,-0.0495,0.09199999999999986,-68.834,0,0.009299948901379659
Crazy For This Girl,[],[],2.0,46,-0.16151300000000002,-0.22500000000000006,0.45,5.6899999999999994e-05,-0.0060999999999999934,5.689,0.012399999999999998,0.0010000000000000009,-0.052000000000006714,0,-0.004745254745254736
Break Your Heart,[],[],2.0,53,-0.06505000000000001,0.03099999999999992,-0.051999999999999935,0.0,-0.02310000000000001,2.5029999999999992,-0.0122,-0.232,0.045000000000001705,0,0.006746741630462558
Ding Dong The Witch Is Dead,[],[],2.0,-7,0.7647,0.04500000000000004,-0.6699999999999999,-2.0600000000000006e-05,-0.7208,-6.613,-0.033499999999999995,-0.08100000000000007,-43.33000000000001,0,-0.02661934338952965
Run Rudolph Run,[],[],2.0,55,0.811409,0.07399999999999995,-0.23,9.43e-06,-0.25930000000000003,-6.913000000000002,-0.014799999999999994,0.478,-4.906999999999981,0,0.003737541528239185
Second Chance,[],[],2.0,58,-0.00158,0.15800000000000006,0.04799999999999993,-0.096,-0.029000000000000005,3.305,-0.0857,0.008000000000000007,-99.95100000000002,0,0.0012867754576826318
Rockin' Around The Christmas Tree,[],[],2.0,29,0.0327,-0.11800000000000001,-0.17900000000000005,0.0,0.06500000000000003,-3.912,-0.008800000000000002,0.10199999999999987,2.001999999999981,0,0.01944684528954189
Somebody's Watching Me,[],[],2.0,33,0.0279,-0.04899999999999993,-0.02099999999999991,8.08e-05,-0.319,2.592,-0.0131,-0.16399999999999992,2.1129999999999995,0,0.0018633540372670894
No Tears Left To Cry,[],[],2.0,31,-0.455,-0.025999999999999912,0.0,3.11e-06,0.153,-1.857000000000001,0.008100000000000003,-0.219,0.0379999999999967,0,-0.003542292829540576
Too Good At Goodbyes,['stupid'],[],2.0,46,0.125,0.042999999999999934,-0.08999999999999991,0.0,0.012999999999999984,-4.019,-0.0060999999999999934,0.05199999999999999,-91.84600000000002,1,0.025871080139372823
Jesus Take The Wheel,[],[],2.0,49,0.05900000000000005,-0.08600000000000002,0.066,-6.81e-06,-0.009000000000000008,4.55,0.0007000000000000027,-0.12300000000000001,0.5360000000000014,0,0.02510496472319611
Kryptonite,[],[],2.0,62,-0.026160000000000003,-0.09699999999999998,0.3170000000000001,1.12e-05,0.064,4.7390000000000025,0.0029,0.3629999999999999,-0.5599999999999881,0,0.0046641791044776115
I Knew You Were Trouble,['pretend'],[],2.0,41,-0.025259999999999998,0.02100000000000002,-0.06500000000000006,2.25e-06,-0.07719999999999999,-1.1549999999999994,-0.009000000000000001,-0.025000000000000026,0.01999999999998181,0,0.04545454545454547
If I Ain't Got You,[],[],2.0,71,0.08099999999999996,0.17699999999999988,0.09500000000000004,-6.63e-06,-0.007000000000000006,1.306000000000001,0.0691,-0.00899999999999998,-0.7459999999999951,0,-0.01122911826529488
Animal,[],[],2.0,54,-0.000436,-0.07000000000000006,-0.030000000000000027,-4.8e-05,-0.020000000000000014,0.6399999999999988,0.008600000000000003,-0.1409999999999999,0.006000000000000227,0,0.01964912280701754
When You Look Me In The Eyes,[],[],2.0,58,-0.11880000000000003,-0.07100000000000001,0.19599999999999995,0.0,-0.03400000000000003,3.6310000000000002,0.0013000000000000025,0.025000000000000026,0.011999999999972031,0,-0.02088696750376451
Attention,[],[],2.0,55,-0.15100000000000002,0.0,0.11800000000000001,2.33e-05,0.017000000000000015,-0.2790000000000008,0.011699999999999995,0.014000000000000123,0.08300000000001262,0,0.01487571331850276
This Love,[],[],2.0,67,-0.0535,-0.09599999999999986,0.272,0.0,-0.006500000000000007,2.911,-0.035100000000000006,0.02100000000000013,0.06700000000000728,0,-0.01921613394216133
What Do You Mean?,[],[],2.0,34,0.4219999999999999,0.06699999999999995,-0.19599999999999995,0.0014199999999999998,-0.0439,-2.700000000000003,0.01830000000000001,-0.15700000000000006,0.0210000000000008,0,-0.030367317250575832
Here Comes The Sun,[],[],2.0,70,0.0216,-0.006999999999999895,-0.15400000000000005,0.00247335,-0.0050000000000000044,-1.4320000000000022,0.007000000000000003,0.040000000000000036,-0.703000000000003,0,-0.01343418378866562
Monster Mash,[],['yes'],2.0,3,0.4041,0.11800000000000001,-0.02399999999999991,0.0,0.203,-6.5619999999999985,-0.06709999999999999,0.10200000000000008,1.9410000000000025,0,-0.009930486593843095
What's Left Of Me,[],[],2.0,40,-0.385,-0.14500000000000007,0.109,-5.9e-05,-0.09299999999999996,2.356,0.004500000000000004,-0.062,0.06700000000000728,0,-0.04646873594242015
Beautiful Soul,[],[],2.0,64,-0.0811,-0.07199999999999995,0.21899999999999992,0.0,0.0013000000000000025,5.855000000000001,-0.12580000000000002,0.12300000000000001,-0.049000000000006594,0,0.04300761390449781
Pieces Of Me,[],[],2.0,46,-0.0526,0.0,0.125,0.0,-0.3,3.3040000000000003,-0.023299999999999998,0.08300000000000007,-86.75500000000002,0,-0.02786377708978327
Out Of The Woods,[],[],2.0,34,-2.9999999999999865e-05,-0.0059999999999998934,-0.05200000000000005,1.23e-05,0.03400000000000003,-3.654,-0.0097,0.08800000000000002,-0.022000000000005567,0,0.03460756606673615
Sucker,[],[],2.0,41,-0.0209,0.07100000000000017,-0.018999999999999902,-7.75e-06,0.0609,1.5339999999999998,0.017499999999999998,-0.024000000000000018,-0.04599999999999227,0,-0.009695625881878651
Come Clean,[],['yeah'],2.0,49,-0.127,0.008000000000000118,0.227,6.39e-05,0.010999999999999954,1.866999999999999,0.018300000000000004,0.135,0.11300000000001376,0,-0.0226728578683886
Hanging By A Moment,[],[],2.0,55,-0.14482,-0.1499999999999999,0.3980000000000001,0.0,-0.003000000000000003,7.025999999999999,0.003100000000000005,0.08000000000000003,-0.546999999999997,0,0.00555555555555555
Girls And Boys,[],[],2.0,55,-0.03438,-0.002000000000000113,0.07999999999999996,0.0,0.2717,0.722999999999999,-0.0011000000000000038,-0.029000000000000026,-0.17900000000000205,0,0.0271794871794872
Safe And Sound,[],['want'],2.5,55,-0.007514000000000002,-0.010000000000000007,0.10699999999999997,0.00373359,0.0575,-0.2709999999999999,-0.004299999999999997,0.20899999999999985,0.013999999999995794,0,-0.028138528138528133
For You I Will (Confidence),[],[],2.5,40,-0.33590000000000003,-0.020000000000000014,0.20999999999999985,0.0,-0.0266,2.782,-0.0148,-0.01499999999999996,32.99899999999998,0,-0.006947459834997866
Jingle Bell Rock,[],['merry'],2.5,32,0.1598,-0.135,0.09099999999999996,0.0,0.04299999999999998,-1.4279999999999982,-0.0026000000000000016,0.016000000000000125,29.090000000000003,0,-0.03086750463630745
Cool,[],[],2.5,31,-0.06806999999999999,0.03200000000000003,-0.04500000000000004,0.0,0.0060000000000000045,2.3930000000000002,0.0024999999999999953,-0.06799999999999995,-78.86600000000001,0,-0.03202551834130785
Just The Way You Are,[],[],2.5,63,-0.0457,-0.0020000000000000018,-0.02200000000000002,-3.36e-06,-0.07740000000000001,0.8090000000000019,0.0037000000000000023,0.008000000000000007,0.004000000000004889,0,-0.1605267688070236
I'm A Believer,[],[],2.5,49,-0.0075,-0.06700000000000006,0.30299999999999994,-0.00677353,0.3459,7.140999999999999,0.002799999999999997,0.12100000000000012,-82.18900000000002,0,-0.003316138540899044
Sorry,[],[],2.5,37,0.04469999999999999,0.06699999999999995,0.136,0.0,0.03899999999999998,2.0869999999999997,-0.0252,-0.14000000000000007,-0.0910000000000082,0,-0.007847333690030324
I Lived,[],[],2.5,47,0.0218,0.04600000000000004,0.001000000000000112,0.0,0.2072,-1.3499999999999988,0.002600000000000005,0.09499999999999996,-0.01299999999999102,0,0.055814155827206696
Move Along,[],['dream'],2.5,56,-0.072452,-0.13699999999999998,0.21000000000000008,0.0,0.18600000000000005,4.284999999999998,-0.012299999999999998,-0.002000000000000113,-0.10699999999999933,0,-0.01119820828667413
Lost In Japan,[],[],2.5,39,0.07699999999999999,-0.029000000000000026,0.012000000000000009,0.0,-0.258,0.6930000000000005,0.10299999999999998,0.128,-2.0829999999999984,0,-0.07543148263672281
Love Yourself,[],[],2.5,54,0.1529999999999999,-0.16199999999999992,0.05500000000000005,0.0,-0.131,-2.345999999999999,0.3828,-0.242,0.4590000000000032,0,0.017668484494798076
One Step At A Time,[],[],2.5,55,0.0654,-0.08600000000000008,0.11,-8.03e-06,0.0036999999999999954,2.196,-0.004199999999999999,-0.205,-0.04099999999999682,0,-0.002531214252683309
Feels Like Tonight,[],[],2.5,42,-0.017578,-0.15000000000000002,0.14500000000000002,0.0,-0.057999999999999975,2.887,0.008799999999999995,0.026000000000000027,-0.04899999999997817,0,0.026936026936026952
Please Don't Go,[],[],2.5,51,-0.10804000000000001,-0.1319999999999999,-0.02300000000000002,0.05427100000000001,0.0719,1.909,-0.0156,-0.127,0.01800000000001489,0,-0.003827751196172236
Let It Be,[],[],2.5,69,0.423,-0.0490000000000001,-0.17400000000000004,-9.13e-05,-0.02999999999999998,-0.2580000000000009,0.0019999999999999983,-0.0010000000000000564,-2.622999999999962,0,0.021756021756021742
The First Cut Is The Deepest,[],[],2.5,34,-0.38413,-0.15499999999999992,0.13900000000000012,0.004229999999999999,0.14600000000000002,-0.32599999999999874,-0.0024,-0.065,-79.168,0,-0.028990185950413225
Tattoo,[],[],2.5,58,0.42532,0.05600000000000005,0.21899999999999986,0.0,-0.09699999999999999,3.704,-0.034300000000000004,0.191,84.059,0,-0.023356085075263582
Angel Of Mine,[],[],2.5,57,-0.50327,-0.03599999999999992,0.19700000000000006,3.2299999999999986e-05,0.1267,3.3599999999999994,-0.0049999999999999975,-0.013000000000000013,0.18999999999999773,0,-0.006643658326143248
When I'm Gone,[],[],2.5,62,-0.00973,0.035999999999999976,-0.03500000000000003,0.0,0.007399999999999991,0.8470000000000013,-0.033699999999999994,-0.12699999999999995,-73.71699999999998,0,0.0682888540031397
Cups,[],[],3.0,22,0.009000000000000001,0.0139999999999999,-0.061,0.004838599999999999,-0.0010000000000000009,-3.267000000000001,0.038,-0.1329999999999999,-0.008000000000009777,0,0.011842105263157906
Ruin My Life,['fuck'],[],3.0,45,-0.010000000000000007,0.05200000000000005,-0.09399999999999986,0.0,-0.0040999999999999925,1.1740000000000004,0.0183,0.01100000000000001,-0.12199999999998568,12,-0.07529001688361202
Someone Like You,[],['happy'],3.0,64,0.15200000000000002,0.0129999999999999,-0.04699999999999999,0.0,-0.0305,0.6800000000000033,0.0009000000000000016,-0.09600000000000004,-0.01099999999999568,0,0.007168784029038112
Crush,[],[],3.0,63,-0.12464000000000001,-0.038000000000000034,0.06000000000000005,1.2e-05,-0.5231,2.912,-0.002800000000000004,-0.09500000000000007,81.10900000000002,0,0.0167937886924103
Lonely No More,[],[],3.0,50,-0.076,-0.08599999999999998,0.16599999999999993,0.0,0.028599999999999993,5.149,0.0,-0.015000000000000013,85.80799999999998,0,-0.010241373448920621
Without Me,['fuck'],[],3.0,51,-0.2740000000000001,0.01100000000000001,-0.05700000000000005,9.11e-06,-0.0724,-1.875,0.0212,-0.09200000000000008,0.015999999999991132,2,-0.036036036036036036
This Is Halloween,[],[],3.0,20,0.11213,-0.17100000000000004,0.10699999999999987,8.85e-05,-0.016799999999999995,-2.625,0.0942,0.03300000000000003,84.67599999999996,0,0.00020021623353221567
I'd Do Anything,[],[],3.0,53,0.000533,-0.08999999999999997,0.07499999999999996,0.0,0.16910000000000006,-0.07399999999999984,0.07590000000000001,-0.04500000000000004,-0.01300000000000523,0,0.006646085241402967
Thinking Out Loud,[],[],3.0,44,0.3865,0.16999999999999993,-0.2259999999999999,0.0,0.03999999999999998,-1.0890000000000004,-0.0226,0.192,-78.747,0,-0.02432227879455079
Who Says,[],['want'],3.0,63,-0.0217,-0.06899999999999984,0.03100000000000014,-9.6e-06,-0.21300000000000005,1.897,-0.014200000000000003,-0.01699999999999979,0.02100000000001501,0,0.0739029439983841
Witch Doctor,[],[],3.0,9,0.0165,0.15200000000000002,0.01000000000000012,0.00022400000000000002,-0.2212,0.9039999999999989,0.015199999999999997,-0.17800000000000005,-13.873999999999981,0,-0.004592016955139514
Wolves,['drunk'],[],3.0,49,-0.020000000000000014,0.07600000000000008,0.0030000000000001137,0.0,0.07499999999999997,-1.852,0.0010999999999999966,-0.041000000000000036,-0.19300000000001205,0,0.011764705882352948
I Need Your Love,[],['good'],3.0,38,-0.02591,-0.10099999999999988,-0.2250000000000001,1.85e-06,-0.2549,-2.221,0.028300000000000006,-0.3539999999999999,0.5190000000000055,0,-0.12451437451437453
There's Nothing Holdin' Me Back,[],['smiling'],3.0,45,0.08399999999999996,-0.051999999999999935,0.050999999999999934,0.0,-0.017799999999999996,-0.1769999999999996,0.014899999999999997,0.026000000000000027,0.015000000000014781,0,-0.02809054656345297
Get The Party Started,['ass'],[],3.0,4,0.023226700000000003,-0.12300000000000001,0.0109999999999999,0.00015900000000000002,-0.5905999999999999,5.467999999999999,0.017499999999999998,-0.6090000000000001,1.1089999999999804,1,-0.04432821183393268
Girl On Fire,[],[],3.0,37,0.1116,-0.041000000000000036,-0.0050000000000000044,-0.0006900000000000001,-0.054000000000000006,0.7989999999999995,0.0235,-0.054999999999999966,-0.5049999999999955,0,-0.15394517643495378
Sunflower,['crash'],[],3.0,35,0.35000000000000003,-0.019000000000000017,-0.125,-6.02e-06,-0.003100000000000005,0.09700000000000042,-0.005299999999999999,0.258,-0.10799999999997567,0,0.019795918367346958
When You're Gone,[],[],3.0,61,-0.3980000000000001,-0.06,0.24200000000000005,0.0,0.113,3.75,0.003100000000000002,-0.014999999999999987,0.15300000000001998,0,0.01087470449172577
When I Grow Up,[],[],3.0,60,-0.00625,-0.08400000000000007,-0.040999999999999925,0.0,-0.0040000000000000036,1.3469999999999995,0.009900000000000006,-0.35200000000000004,-0.045000000000001705,0,0.12940599841488346
